Shift,Serial,OpenMP,OpenCL
12661, -3231.409, -3231.409, -3231.408
12662,  1729.175,  1729.175,  1729.177
12663, -5503.430, -5503.430, -5503.427
12664,   747.583,   747.583,   747.587
12665, -3891.444, -3891.444, -3891.435
12666,  4966.710,  4966.710,  4966.712
12667,  2948.787,  2948.787,  2948.788
12668, -6899.619, -6899.619, -6899.636
12669,  5725.653,  5725.653,  5725.647
12670,   -91.486,   -91.486,   -91.479
12671,  3293.192,  3293.192,  3293.188
12672, 11752.538, 11752.538, 11752.540
12673,  8001.035,  8001.035,  8001.043
12674, -1027.430, -1027.430, -1027.430
12675, 13151.078, 13151.078, 13151.075
12676, 10775.725, 10775.725, 10775.728
12677, 16278.357, 16278.357, 16278.363
12678, 19991.736, 19991.736, 19991.732
12679,  6984.948,  6984.948,  6984.945
12680,  7598.261,  7598.261,  7598.255
12681, 10995.729, 10995.729, 10995.730
12682, 14271.645, 14271.645, 14271.651
12683, 17702.488, 17702.488, 17702.488
12684, 28449.436, 28449.436, 28449.428
12685, 20688.098, 20688.098, 20688.098
12686, 12901.980, 12901.980, 12901.979
12687, 23888.568, 23888.568, 23888.559
12688, 24618.342, 24618.342, 24618.338
12689, 23075.055, 23075.055, 23075.057
12690, 12529.063, 12529.063, 12529.074
12691, 28140.172, 28140.172, 28140.166
12692, 37217.656, 37217.656, 37217.660
12693, 33531.836, 33531.836, 33531.836
12694, 26429.037, 26429.037, 26429.041
12695, 30697.855, 30697.855, 30697.867
12696, 25870.975, 25870.975, 25870.971
12697, 40122.035, 40122.035, 40122.043
12698, 38563.777, 38563.777, 38563.770
12699, 35027.480, 35027.480, 35027.480
12700, 38440.570, 38440.570, 38440.578
12701, 30010.891, 30010.891, 30010.891
12702, 30778.738, 30778.738, 30778.740
12703, 42623.336, 42623.336, 42623.340
12704, 37119.664, 37119.664, 37119.672
12705, 36738.996, 36738.996, 36739.004
12706, 28905.971, 28905.971, 28905.979
12707, 30154.646, 30154.646, 30154.643
12708, 37187.043, 37187.043, 37187.051
12709, 41712.941, 41712.941, 41712.938
12710, 38047.844, 38047.844, 38047.836
12711, 31819.521, 31819.521, 31819.512
12712, 33146.672, 33146.672, 33146.676
12713, 49576.668, 49576.668, 49576.656
12714, 40380.488, 40380.488, 40380.500
12715, 39984.477, 39984.477, 39984.461
12716, 43073.320, 43073.320, 43073.316
12717, 40587.371, 40587.371, 40587.367
12718, 46336.238, 46336.238, 46336.238
12719, 40598.293, 40598.293, 40598.289
12720, 37984.676, 37984.676, 37984.676
12721, 43117.348, 43117.348, 43117.344
12722, 28357.318, 28357.318, 28357.318
12723, 38596.375, 38596.375, 38596.371
12724, 32954.230, 32954.230, 32954.230
12725, 43697.215, 43697.215, 43697.219
12726, 42839.871, 42839.871, 42839.867
12727, 39293.402, 39293.402, 39293.406
12728, 27894.547, 27894.547, 27894.551
12729, 36092.730, 36092.730, 36092.734
12730, 30925.291, 30925.291, 30925.291
12731, 34929.426, 34929.426, 34929.414
12732, 44609.250, 44609.250, 44609.258
12733, 27708.539, 27708.539, 27708.543
12734, 34266.270, 34266.270, 34266.262
12735, 39970.434, 39970.434, 39970.441
12736, 38692.133, 38692.133, 38692.133
12737, 42632.461, 42632.461, 42632.473
12738, 38180.801, 38180.801, 38180.812
12739, 43259.727, 43259.727, 43259.723
12740, 30865.611, 30865.611, 30865.617
12741, 38238.043, 38238.043, 38238.047
12742, 29258.932, 29258.932, 29258.930
12743, 36883.418, 36883.418, 36883.422
12744, 37554.621, 37554.621, 37554.609
12745, 33089.992, 33089.992, 33089.992
12746, 24083.180, 24083.180, 24083.180
12747, 26788.240, 26788.240, 26788.246
12748, 19801.641, 19801.641, 19801.641
12749, 24565.934, 24565.934, 24565.939
12750, 26836.730, 26836.730, 26836.723
12751, 40649.773, 40649.773, 40649.770
12752, 19798.273, 19798.273, 19798.275
12753, 29925.467, 29925.467, 29925.451
12754, 27159.668, 27159.668, 27159.666
12755, 16026.872, 16026.872, 16026.862
12756, 23085.748, 23085.748, 23085.742
12757, 13059.977, 13059.977, 13059.974
12758, 20879.209, 20879.209, 20879.209
12759, 20806.359, 20806.359, 20806.357
12760,  8711.558,  8711.558,  8711.551
12761, 14362.769, 14362.769, 14362.771
12762, 22028.428, 22028.428, 22028.430
12763,  3626.978,  3626.978,  3626.980
12764,  8620.222,  8620.222,  8620.226
12765, 10526.293, 10526.293, 10526.283
12766,  -251.947,  -251.947,  -251.947
12767,  2492.071,  2492.071,  2492.081
12768, 16106.023, 16106.023, 16106.023
12769,  9888.474,  9888.474,  9888.474
12770,  6733.806,  6733.806,  6733.808
12771,  -566.437,  -566.437,  -566.442
12772, -8433.541, -8433.541, -8433.539
12773,  8863.347,  8863.347,  8863.345
12774, 11066.278, 11066.278, 11066.287
12775, -4888.439, -4888.439, -4888.441
12776, -5743.928, -5743.928, -5743.931
12777,  -411.427,  -411.427,  -411.424
12778,-11655.708,-11655.708,-11655.715
12779,-10707.958,-10707.958,-10707.974
12780, -6964.900, -6964.900, -6964.898
12781,-21553.021,-21553.021,-21553.014
12782,-19918.297,-19918.297,-19918.297
12783, -7051.807, -7051.807, -7051.814
12784,-18833.713,-18833.713,-18833.719
12785,-12576.988,-12576.988,-12576.994
12786,-13749.688,-13749.688,-13749.688
12787,-11823.566,-11823.566,-11823.567
12788,-14652.374,-14652.374,-14652.379
12789,-28452.369,-28452.369,-28452.375
12790,-31417.529,-31417.529,-31417.527
12791,-25265.746,-25265.746,-25265.740
12792,-25514.135,-25514.135,-25514.141
12793,-18459.004,-18459.004,-18459.006
12794,-23946.760,-23946.760,-23946.766
12795,-23159.828,-23159.828,-23159.830
12796,-15094.213,-15094.213,-15094.215
12797,-24376.283,-24376.283,-24376.281
12798,-20509.338,-20509.338,-20509.336
12799,-30344.375,-30344.375,-30344.367
12800,-33331.820,-33331.820,-33331.820
12801,-26501.424,-26501.424,-26501.434
12802,-35343.676,-35343.676,-35343.672
12803,-29800.473,-29800.473,-29800.469
12804,-37072.215,-37072.215,-37072.215
12805,-29293.547,-29293.547,-29293.553
12806,-32016.807,-32016.807,-32016.805
12807,-35213.434,-35213.434,-35213.434
12808,-40724.227,-40724.227,-40724.223
12809,-46796.457,-46796.457,-46796.449
12810,-37590.340,-37590.340,-37590.332
12811,-39416.234,-39416.234,-39416.238
12812,-37299.977,-37299.977,-37299.969
12813,-31602.865,-31602.865,-31602.865
12814,-36514.473,-36514.473,-36514.484
12815,-45409.969,-45409.969,-45409.973
12816,-28497.809,-28497.809,-28497.816
12817,-45139.980,-45139.980,-45139.977
12818,-37995.070,-37995.070,-37995.066
12819,-34321.504,-34321.504,-34321.500
12820,-48660.910,-48660.910,-48660.906
12821,-40631.969,-40631.969,-40631.973
12822,-50164.359,-50164.359,-50164.355
12823,-38147.602,-38147.602,-38147.598
12824,-46577.555,-46577.555,-46577.551
12825,-45920.902,-45920.902,-45920.910
12826,-42106.988,-42106.988,-42106.992
12827,-47346.402,-47346.402,-47346.402
12828,-38381.250,-38381.250,-38381.254
12829,-47090.414,-47090.414,-47090.410
12830,-40354.777,-40354.777,-40354.781
12831,-37520.188,-37520.188,-37520.180
12832,-46494.535,-46494.535,-46494.535
12833,-43212.082,-43212.082,-43212.090
12834,-42444.078,-42444.078,-42444.070
12835,-40200.895,-40200.895,-40200.898
12836,-35578.621,-35578.621,-35578.629
12837,-38953.078,-38953.078,-38953.074
12838,-40991.992,-40991.992,-40991.992
12839,-44832.730,-44832.730,-44832.723
12840,-46000.734,-46000.734,-46000.734
12841,-44613.508,-44613.508,-44613.512
12842,-30000.492,-30000.492,-30000.484
12843,-37156.930,-37156.930,-37156.938
12844,-34830.160,-34830.160,-34830.172
12845,-40886.484,-40886.484,-40886.492
12846,-37582.375,-37582.375,-37582.383
12847,-36921.246,-36921.246,-36921.258
12848,-36795.848,-36795.848,-36795.852
12849,-49850.953,-49850.953,-49850.953
12850,-31234.207,-31234.207,-31234.203
12851,-42134.344,-42134.344,-42134.348
12852,-33390.676,-33390.676,-33390.672
12853,-29235.791,-29235.791,-29235.797
12854,-21414.357,-21414.357,-21414.363
12855,-10220.959,-10220.959,-10220.959
12856,-22199.322,-22199.322,-22199.326
12857,-39822.539,-39822.539,-39822.539
12858,-29055.227,-29055.227,-29055.227
12859,-25451.773,-25451.773,-25451.768
12860,-18494.686,-18494.686,-18494.695
12861,-30611.572,-30611.572,-30611.578
12862,-26175.045,-26175.045,-26175.043
12863,-23178.812,-23178.812,-23178.818
12864,-28871.225,-28871.225,-28871.227
12865,-18531.725,-18531.725,-18531.734
12866,-18019.855,-18019.855,-18019.855
12867,-25795.457,-25795.457,-25795.459
12868,-18431.385,-18431.385,-18431.375
12869,-20969.957,-20969.957,-20969.957
12870,-11870.214,-11870.214,-11870.216
12871, -7610.454, -7610.454, -7610.453
12872,-14103.206,-14103.206,-14103.198
12873,-18244.615,-18244.615,-18244.611
12874,  5356.353,  5356.353,  5356.357
12875, -6460.356, -6460.356, -6460.361
12876,-18608.701,-18608.701,-18608.707
12877, -5357.561, -5357.561, -5357.560
12878,-21987.602,-21987.602,-21987.596
12879, -6884.098, -6884.098, -6884.104
12880,  5336.585,  5336.585,  5336.583
12881,  1783.335,  1783.335,  1783.340
12882, -8908.092, -8908.092, -8908.082
12883,  -367.418,  -367.418,  -367.414
12884,  5611.412,  5611.412,  5611.413
12885,   648.053,   648.053,   648.051
12886,  -832.366,  -832.366,  -832.360
12887, -6191.809, -6191.809, -6191.796
12888,  3521.518,  3521.518,  3521.519
12889, 20135.262, 20135.262, 20135.260
12890,  5849.437,  5849.437,  5849.440
12891, 23157.070, 23157.070, 23157.068
12892,  9957.876,  9957.876,  9957.874
12893, 18601.256, 18601.256, 18601.252
12894, 18800.035, 18800.035, 18800.037
12895,  5195.822,  5195.822,  5195.822
12896,  -310.990,  -310.990,  -310.992
12897, 12003.724, 12003.724, 12003.718
12898, 16840.148, 16840.148, 16840.145
12899, 20221.266, 20221.266, 20221.266
12900, 22122.418, 22122.418, 22122.422
12901, 32173.846, 32173.846, 32173.850
12902, 12492.893, 12492.893, 12492.896
12903, 21977.096, 21977.096, 21977.100
12904, 33907.656, 33907.656, 33907.660
12905, 21266.535, 21266.535, 21266.539
12906, 27727.367, 27727.367, 27727.369
12907, 37216.855, 37216.855, 37216.852
12908, 29311.016, 29311.016, 29311.010
12909, 28594.342, 28594.342, 28594.340
12910, 33695.836, 33695.836, 33695.824
12911, 27392.342, 27392.342, 27392.342
12912, 22586.523, 22586.523, 22586.523
12913, 36613.488, 36613.488, 36613.480
12914, 28862.424, 28862.424, 28862.424
12915, 39286.055, 39286.055, 39286.062
12916, 39686.391, 39686.391, 39686.395
12917, 36649.547, 36649.547, 36649.551
12918, 49127.684, 49127.684, 49127.680
12919, 27546.223, 27546.223, 27546.223
12920, 28978.607, 28978.607, 28978.611
12921, 38215.992, 38215.992, 38215.992
12922, 41169.000, 41169.000, 41169.004
12923, 40407.719, 40407.719, 40407.719
12924, 38687.344, 38687.344, 38687.336
12925, 38695.145, 38695.145, 38695.141
12926, 37394.918, 37394.918, 37394.922
12927, 39147.887, 39147.887, 39147.879
12928, 41300.980, 41300.980, 41300.980
12929, 31188.240, 31188.240, 31188.248
12930, 39162.418, 39162.418, 39162.414
12931, 41203.500, 41203.500, 41203.504
12932, 35940.676, 35940.676, 35940.680
12933, 46159.270, 46159.270, 46159.277
12934, 37243.102, 37243.102, 37243.102
12935, 33284.672, 33284.672, 33284.676
12936, 39811.391, 39811.391, 39811.395
12937, 43465.477, 43465.477, 43465.477
12938, 37986.883, 37986.883, 37986.898
12939, 44095.344, 44095.344, 44095.332
12940, 37863.930, 37863.930, 37863.922
12941, 42514.148, 42514.148, 42514.145
12942, 55054.652, 55054.652, 55054.652
12943, 43446.426, 43446.426, 43446.418
12944, 32461.482, 32461.482, 32461.477
12945, 39341.996, 39341.996, 39341.996
12946, 32424.227, 32424.227, 32424.225
12947, 52560.613, 52560.613, 52560.609
12948, 44977.234, 44977.234, 44977.230
12949, 35829.043, 35829.043, 35829.035
12950, 29895.246, 29895.246, 29895.250
12951, 38776.742, 38776.742, 38776.742
12952, 39942.699, 39942.699, 39942.699
12953, 39174.699, 39174.699, 39174.695
12954, 32323.076, 32323.076, 32323.072
12955, 39239.262, 39239.262, 39239.270
12956, 33461.465, 33461.465, 33461.453
12957, 38451.375, 38451.375, 38451.371
12958, 36645.699, 36645.699, 36645.695
12959, 37788.207, 37788.207, 37788.199
12960, 26489.875, 26489.875, 26489.859
12961, 31557.129, 31557.129, 31557.129
12962, 25754.000, 25754.000, 25753.998
12963, 39670.352, 39670.352, 39670.355
12964, 21603.453, 21603.453, 21603.453
12965, 17989.789, 17989.789, 17989.783
12966, 15650.840, 15650.840, 15650.842
12967, 32633.137, 32633.137, 32633.141
12968, 30556.846, 30556.846, 30556.852
12969, 29442.855, 29442.855, 29442.854
12970, 26385.791, 26385.791, 26385.787
12971, 19892.422, 19892.422, 19892.426
12972, 22259.428, 22259.428, 22259.430
12973, 13261.741, 13261.741, 13261.742
12974, 18996.771, 18996.771, 18996.787
12975, 24231.520, 24231.520, 24231.516
12976, 10576.504, 10576.504, 10576.492
12977, 13549.562, 13549.562, 13549.565
12978, 11732.670, 11732.670, 11732.667
12979,  2887.333,  2887.333,  2887.331
12980,  9531.024,  9531.024,  9531.022
12981,  3051.983,  3051.983,  3051.969
12982, 10533.477, 10533.477, 10533.473
12983,  6037.979,  6037.979,  6037.982
12984,  2676.799,  2676.799,  2676.802
12985,   729.542,   729.542,   729.545
12986, 14084.590, 14084.590, 14084.600
12987, -4546.562, -4546.562, -4546.564
12988,  7381.315,  7381.315,  7381.319
12989,  9945.143,  9945.143,  9945.124
12990, -3953.671, -3953.671, -3953.672
12991, -1434.735, -1434.735, -1434.728
12992, -6031.047, -6031.047, -6031.044
12993, -3142.259, -3142.259, -3142.250
12994, -6252.483, -6252.483, -6252.484
12995, -7293.876, -7293.876, -7293.874
12996,-12445.777,-12445.777,-12445.782
12997, -8854.500, -8854.500, -8854.487
12998, -3552.281, -3552.281, -3552.280
12999,-14091.449,-14091.449,-14091.451
13000,-19787.461,-19787.461,-19787.463
13001,-15590.900,-15590.900,-15590.899
13002,-20406.195,-20406.195,-20406.195
13003,-18757.596,-18757.596,-18757.592
13004,-17486.402,-17486.402,-17486.398
13005,-23926.543,-23926.543,-23926.547
13006,-26123.279,-26123.279,-26123.273
13007,-27151.564,-27151.564,-27151.564
13008,-30637.371,-30637.371,-30637.369
13009,-23849.576,-23849.576,-23849.574
13010,-25485.150,-25485.150,-25485.150
13011,-30635.029,-30635.029,-30635.025
13012,-22879.846,-22879.846,-22879.848
13013,-31693.404,-31693.404,-31693.402
13014,-32293.055,-32293.055,-32293.055
13015,-35605.395,-35605.395,-35605.391
13016,-15053.207,-15053.207,-15053.204
13017,-34669.098,-34669.098,-34669.102
13018,-36124.949,-36124.949,-36124.949
13019,-29230.938,-29230.938,-29230.936
13020,-31812.398,-31812.398,-31812.406
13021,-35431.523,-35431.523,-35431.516
13022,-45858.668,-45858.668,-45858.676
13023,-40770.934,-40770.934,-40770.938
13024,-43357.887,-43357.887,-43357.887
13025,-47349.492,-47349.492,-47349.480
13026,-46644.348,-46644.348,-46644.344
13027,-38680.145,-38680.145,-38680.141
13028,-28439.393,-28439.393,-28439.395
13029,-35604.309,-35604.309,-35604.312
13030,-30203.646,-30203.646,-30203.650
13031,-39132.410,-39132.410,-39132.398
13032,-38505.570,-38505.570,-38505.562
13033,-43573.004,-43573.004,-43573.004
13034,-50430.598,-50430.598,-50430.594
13035,-44733.594,-44733.594,-44733.602
13036,-41092.859,-41092.859,-41092.863
13037,-47681.680,-47681.680,-47681.676
13038,-37908.031,-37908.031,-37908.035
13039,-48502.504,-48502.504,-48502.520
13040,-38362.277,-38362.277,-38362.281
13041,-35561.480,-35561.480,-35561.488
13042,-38215.770,-38215.770,-38215.773
13043,-34263.070,-34263.070,-34263.078
13044,-38857.008,-38857.008,-38857.020
13045,-38994.656,-38994.656,-38994.648
13046,-51220.184,-51220.184,-51220.188
13047,-42443.152,-42443.152,-42443.152
13048,-44835.414,-44835.414,-44835.406
13049,-42003.344,-42003.344,-42003.332
13050,-31573.539,-31573.539,-31573.543
13051,-32746.867,-32746.867,-32746.859
13052,-43631.562,-43631.562,-43631.570
13053,-51868.168,-51868.168,-51868.172
13054,-51089.367,-51089.367,-51089.359
13055,-31840.516,-31840.516,-31840.512
13056,-41737.363,-41737.363,-41737.367
13057,-36678.863,-36678.863,-36678.855
13058,-41794.246,-41794.246,-41794.242
13059,-40608.812,-40608.812,-40608.812
13060,-27436.879,-27436.879,-27436.881
13061,-35647.102,-35647.102,-35647.098
13062,-30711.441,-30711.441,-30711.449
13063,-37931.590,-37931.590,-37931.598
13064,-43844.176,-43844.176,-43844.184
13065,-35482.180,-35482.180,-35482.184
13066,-33770.453,-33770.453,-33770.449
13067,-32255.225,-32255.225,-32255.225
13068,-32912.043,-32912.043,-32912.031
13069,-36178.754,-36178.754,-36178.750
13070,-33439.422,-33439.422,-33439.426
13071,-36200.891,-36200.891,-36200.879
13072,-25551.797,-25551.797,-25551.797
13073,-28658.541,-28658.541,-28658.543
13074,-35790.883,-35790.883,-35790.891
13075,-22988.119,-22988.119,-22988.121
13076,-19470.643,-19470.643,-19470.646
13077,-24487.377,-24487.377,-24487.371
13078,-31935.385,-31935.385,-31935.385
13079,-27760.834,-27760.834,-27760.832
13080,-30574.125,-30574.125,-30574.129
13081,-16480.463,-16480.463,-16480.471
13082,-12403.900,-12403.900,-12403.900
13083,-19693.404,-19693.404,-19693.416
13084,-13270.847,-13270.847,-13270.848
13085, -2994.961, -2994.961, -2994.965
13086,-14404.463,-14404.463,-14404.466
13087,-11436.583,-11436.583,-11436.576
13088, -8755.570, -8755.570, -8755.583
13089, -6526.721, -6526.721, -6526.717
13090,-12319.944,-12319.944,-12319.945
13091, -9075.382, -9075.382, -9075.388
13092,-15652.982,-15652.982,-15652.977
13093,-10455.579,-10455.579,-10455.568
13094, -2557.688, -2557.688, -2557.692
13095, -4566.869, -4566.869, -4566.871
13096, -4756.794, -4756.794, -4756.788
13097,-16968.840,-16968.840,-16968.842
13098, -2148.344, -2148.344, -2148.345
13099,  8727.010,  8727.010,  8727.005
13100, -4175.196, -4175.196, -4175.195
13101,  6367.305,  6367.305,  6367.311
13102,   454.592,   454.592,   454.588
13103, 12207.037, 12207.037, 12207.038
13104, 19941.719, 19941.719, 19941.725
13105,  5908.598,  5908.598,  5908.595
13106, 12023.605, 12023.605, 12023.607
13107, 14505.668, 14505.668, 14505.665
13108,  3218.321,  3218.321,  3218.324
13109,  6190.786,  6190.786,  6190.785
13110,  7764.299,  7764.299,  7764.296
13111,  9261.146,  9261.146,  9261.149
13112,   318.923,   318.923,   318.909
13113, 19901.279, 19901.279, 19901.281
13114, 18171.551, 18171.551, 18171.553
13115, 10641.509, 10641.509, 10641.503
13116, 25039.979, 25039.979, 25039.984
13117, 22409.213, 22409.213, 22409.215
13118, 16026.069, 16026.069, 16026.073
13119, 25746.402, 25746.402, 25746.404
13120, 26434.502, 26434.502, 26434.500
13121, 29738.076, 29738.076, 29738.080
13122, 21432.008, 21432.008, 21432.006
13123, 28339.807, 28339.807, 28339.816
13124, 26094.934, 26094.934, 26094.934
13125, 33632.227, 33632.227, 33632.223
13126, 27193.801, 27193.801, 27193.795
13127, 28259.326, 28259.326, 28259.328
13128, 34490.961, 34490.961, 34490.961
13129, 39920.695, 39920.695, 39920.695
13130, 34232.234, 34232.234, 34232.234
13131, 30915.893, 30915.893, 30915.887
13132, 24111.523, 24111.523, 24111.521
13133, 40633.984, 40633.984, 40633.988
13134, 30044.752, 30044.752, 30044.764
13135, 41552.656, 41552.656, 41552.656
13136, 33519.531, 33519.531, 33519.527
13137, 36147.484, 36147.484, 36147.480
13138, 43319.367, 43319.367, 43319.375
13139, 40776.215, 40776.215, 40776.227
13140, 43760.223, 43760.223, 43760.223
13141, 33902.758, 33902.758, 33902.742
13142, 30187.281, 30187.281, 30187.273
13143, 18664.354, 18664.354, 18664.350
13144, 38492.641, 38492.641, 38492.637
13145, 31053.158, 31053.158, 31053.146
13146, 59346.414, 59346.414, 59346.402
13147, 40272.152, 40272.152, 40272.152
13148, 33388.848, 33388.848, 33388.855
13149, 33858.105, 33858.105, 33858.109
13150, 33055.930, 33055.930, 33055.926
13151, 43707.680, 43707.680, 43707.676
13152, 36976.660, 36976.660, 36976.652
13153, 34585.414, 34585.414, 34585.418
13154, 35555.727, 35555.727, 35555.738
13155, 41025.270, 41025.270, 41025.273
13156, 39736.453, 39736.453, 39736.453
13157, 41755.598, 41755.598, 41755.590
13158, 33884.285, 33884.285, 33884.289
13159, 36998.277, 36998.277, 36998.270
13160, 39763.754, 39763.754, 39763.758
13161, 35588.703, 35588.703, 35588.691
13162, 44366.766, 44366.766, 44366.773
13163, 29339.713, 29339.713, 29339.705
13164, 37970.406, 37970.406, 37970.395
13165, 41483.797, 41483.797, 41483.801
13166, 40530.473, 40530.473, 40530.473
13167, 26726.410, 26726.410, 26726.395
13168, 33325.168, 33325.168, 33325.168
13169, 24720.348, 24720.348, 24720.346
13170, 41607.852, 41607.852, 41607.855
13171, 26745.932, 26745.932, 26745.924
13172, 32816.465, 32816.465, 32816.461
13173, 34353.008, 34353.008, 34353.016
13174, 38716.867, 38716.867, 38716.867
13175, 38538.230, 38538.230, 38538.223
13176, 42107.336, 42107.336, 42107.336
13177, 37618.168, 37618.168, 37618.168
13178, 32298.541, 32298.541, 32298.527
13179, 40932.766, 40932.766, 40932.770
13180, 34848.043, 34848.043, 34848.039
13181, 32855.672, 32855.672, 32855.672
13182, 34017.918, 34017.918, 34017.918
13183, 14291.955, 14291.955, 14291.964
13184, 23026.641, 23026.641, 23026.645
13185, 20316.340, 20316.340, 20316.338
13186, 22445.531, 22445.531, 22445.527
13187, 18765.123, 18765.123, 18765.125
13188, 32546.771, 32546.771, 32546.764
13189, 16696.193, 16696.193, 16696.186
13190, 24647.734, 24647.734, 24647.740
13191, 21452.631, 21452.631, 21452.643
13192,  9514.040,  9514.040,  9514.036
13193, 11244.946, 11244.946, 11244.944
13194,  3032.119,  3032.119,  3032.126
13195,  5888.740,  5888.740,  5888.728
13196, 13591.978, 13591.978, 13591.979
13197,  6108.382,  6108.382,  6108.386
13198, 10086.162, 10086.162, 10086.159
13199, 12517.725, 12517.725, 12517.723
13200, -6140.602, -6140.602, -6140.606
13201,  5220.186,  5220.186,  5220.186
13202,  2499.408,  2499.408,  2499.408
13203,  6678.351,  6678.351,  6678.351
13204,  7160.174,  7160.174,  7160.182
13205,  1117.886,  1117.886,  1117.881
13206, -8779.582, -8779.582, -8779.585
13207, -5843.195, -5843.195, -5843.199
13208, -2238.378, -2238.378, -2238.379
13209,  -437.978,  -437.978,  -437.977
13210, -6230.979, -6230.979, -6230.980
13211, -9321.455, -9321.455, -9321.455
13212,  3563.691,  3563.691,  3563.693
13213,-12785.405,-12785.405,-12785.402
13214,-19893.426,-19893.426,-19893.430
13215,-20287.082,-20287.082,-20287.088
13216, -4350.338, -4350.338, -4350.331
13217, -9002.948, -9002.948, -9002.938
13218,-11372.979,-11372.979,-11372.981
13219,-12995.712,-12995.712,-12995.723
13220,-22539.680,-22539.680,-22539.682
13221,-16050.425,-16050.425,-16050.423
13222,-16522.508,-16522.508,-16522.508
13223,-17596.842,-17596.842,-17596.838
13224,-22453.076,-22453.076,-22453.076
13225,-19070.271,-19070.271,-19070.270
13226,-23373.875,-23373.875,-23373.871
13227,-25220.420,-25220.420,-25220.420
13228,-34126.387,-34126.387,-34126.387
13229,-24650.498,-24650.498,-24650.498
13230,-20857.502,-20857.502,-20857.502
13231,-28860.344,-28860.344,-28860.340
13232,-24319.787,-24319.787,-24319.783
13233,-37005.621,-37005.621,-37005.621
13234,-39504.023,-39504.023,-39504.023
13235,-36419.812,-36419.812,-36419.812
13236,-35426.863,-35426.863,-35426.863
13237,-39565.223,-39565.223,-39565.211
13238,-38323.398,-38323.398,-38323.395
13239,-34945.887,-34945.887,-34945.891
13240,-31484.623,-31484.623,-31484.617
13241,-31137.830,-31137.830,-31137.832
13242,-25684.557,-25684.557,-25684.553
13243,-35654.195,-35654.195,-35654.195
13244,-21362.012,-21362.012,-21362.016
13245,-55482.812,-55482.812,-55482.816
13246,-35062.984,-35062.984,-35062.969
13247,-48983.117,-48983.117,-48983.117
13248,-54821.457,-54821.457,-54821.449
13249,-39220.359,-39220.359,-39220.355
13250,-41859.531,-41859.531,-41859.527
13251,-49602.152,-49602.152,-49602.156
13252,-36528.395,-36528.395,-36528.402
13253,-32573.830,-32573.830,-32573.830
13254,-31254.670,-31254.670,-31254.664
13255,-45588.852,-45588.852,-45588.871
13256,-39957.258,-39957.258,-39957.258
13257,-34734.453,-34734.453,-34734.453
13258,-48177.895,-48177.895,-48177.895
13259,-37576.828,-37576.828,-37576.816
13260,-40292.449,-40292.449,-40292.441
13261,-34629.820,-34629.820,-34629.809
13262,-44736.723,-44736.723,-44736.730
13263,-38032.859,-38032.859,-38032.855
13264,-39021.750,-39021.750,-39021.746
13265,-31637.506,-31637.506,-31637.506
13266,-43189.762,-43189.762,-43189.766
13267,-37556.742,-37556.742,-37556.734
13268,-40971.520,-40971.520,-40971.508
13269,-27303.631,-27303.631,-27303.629
13270,-33906.172,-33906.172,-33906.164
13271,-32680.832,-32680.832,-32680.828
13272,-34438.844,-34438.844,-34438.852
13273,-40273.348,-40273.348,-40273.352
13274,-39588.695,-39588.695,-39588.688
13275,-37473.246,-37473.246,-37473.242
13276,-25197.604,-25197.604,-25197.594
13277,-28098.260,-28098.260,-28098.270
13278,-35569.320,-35569.320,-35569.332
13279,-43773.414,-43773.414,-43773.414
13280,-37746.500,-37746.500,-37746.492
13281,-34440.445,-34440.445,-34440.441
13282,-30101.996,-30101.996,-30102.002
13283,-21918.031,-21918.031,-21918.031
13284,-26957.672,-26957.672,-26957.662
13285,-34313.852,-34313.852,-34313.844
13286,-26480.729,-26480.729,-26480.719
13287,-24547.754,-24547.754,-24547.756
13288,-33478.555,-33478.555,-33478.559
13289,-25112.164,-25112.164,-25112.162
13290,-22588.186,-22588.186,-22588.170
13291,-27949.340,-27949.340,-27949.348
13292,-22230.107,-22230.107,-22230.115
13293,-29778.172,-29778.172,-29778.168
13294,-15450.016,-15450.016,-15450.029
13295,-15026.474,-15026.474,-15026.477
13296,-17510.344,-17510.344,-17510.348
13297,-24332.889,-24332.889,-24332.891
13298, -4918.635, -4918.635, -4918.626
13299,-15539.453,-15539.453,-15539.453
13300,-18317.943,-18317.943,-18317.941
13301, -3764.714, -3764.714, -3764.721
13302,-20204.650,-20204.650,-20204.658
13303,-15339.303,-15339.303,-15339.308
13304,-15136.559,-15136.559,-15136.551
13305,-13025.435,-13025.435,-13025.425
13306,-10992.015,-10992.015,-10992.013
13307,  9140.533,  9140.533,  9140.535
13308, -8937.440, -8937.440, -8937.441
13309, -5700.352, -5700.352, -5700.355
13310, -7292.281, -7292.281, -7292.285
13311,  -102.654,  -102.654,  -102.651
13312,  3343.332,  3343.332,  3343.333
13313,  1444.342,  1444.342,  1444.347
13314,   600.996,   600.996,   600.996
13315, -2167.299, -2167.299, -2167.308
13316, -4305.667, -4305.667, -4305.671
13317,  7727.313,  7727.313,  7727.317
13318,  7919.936,  7919.936,  7919.933
13319, 10411.768, 10411.768, 10411.767
13320,  5220.916,  5220.916,  5220.912
13321, 17413.838, 17413.838, 17413.840
13322, 11304.657, 11304.657, 11304.662
13323, 23296.098, 23296.098, 23296.105
13324, 22384.438, 22384.438, 22384.428
13325, 14605.689, 14605.689, 14605.692
13326, 13431.104, 13431.104, 13431.104
