Shift,Serial,OpenMP,OpenCL
2727,-39594.164,-39594.164,-39594.156
2728,-22847.885,-22847.885,-22847.896
2729,-39474.824,-39474.824,-39474.824
2730,-36441.984,-36441.984,-36441.973
2731,-27795.660,-27795.660,-27795.666
2732,-32476.455,-32476.455,-32476.459
2733,-32173.166,-32173.166,-32173.170
2734,-43410.461,-43410.461,-43410.453
2735,-21572.691,-21572.691,-21572.684
2736,-23276.264,-23276.264,-23276.260
2737,-22270.564,-22270.564,-22270.562
2738,-15589.163,-15589.163,-15589.167
2739,-15359.189,-15359.189,-15359.189
2740, -9569.841, -9569.841, -9569.843
2741,-17173.346,-17173.346,-17173.340
2742,-19772.736,-19772.736,-19772.738
2743,  -634.015,  -634.015,  -634.013
2744, -4083.586, -4083.586, -4083.577
2745, -2958.962, -2958.962, -2958.954
2746,  7420.102,  7420.102,  7420.105
2747,  3302.263,  3302.263,  3302.265
2748, -2153.452, -2153.452, -2153.451
2749,   679.950,   679.950,   679.951
2750,    42.996,    42.996,    42.994
2751,-10533.109,-10533.109,-10533.107
2752, -2698.069, -2698.069, -2698.072
2753,  3779.349,  3779.349,  3779.347
2754,  7280.164,  7280.164,  7280.167
2755, 13052.842, 13052.842, 13052.839
2756,  -791.590,  -791.590,  -791.594
2757, 11110.653, 11110.653, 11110.653
2758,  9731.384,  9731.384,  9731.385
2759, 19074.332, 19074.332, 19074.334
2760, 36343.457, 36343.457, 36343.461
2761, 12040.462, 12040.462, 12040.460
2762, 17957.137, 17957.137, 17957.141
2763, 32059.471, 32059.471, 32059.477
2764, 32241.342, 32241.342, 32241.336
2765, 26131.082, 26131.082, 26131.080
2766, 19483.896, 19483.896, 19483.904
2767, 23476.562, 23476.562, 23476.561
2768, 26149.398, 26149.398, 26149.387
2769, 34451.520, 34451.520, 34451.520
2770, 17906.830, 17906.830, 17906.836
2771, 34925.141, 34925.141, 34925.148
2772, 24003.086, 24003.086, 24003.096
2773, 34331.727, 34331.727, 34331.727
2774, 34774.941, 34774.941, 34774.945
2775, 36059.688, 36059.688, 36059.688
2776, 28731.453, 28731.453, 28731.455
2777, 37685.145, 37685.145, 37685.148
2778, 38174.789, 38174.789, 38174.805
2779, 38796.184, 38796.184, 38796.180
2780, 47665.688, 47665.688, 47665.684
2781, 37887.543, 37887.543, 37887.543
2782, 46168.422, 46168.422, 46168.414
2783, 61440.797, 61440.797, 61440.789
2784, 37723.199, 37723.199, 37723.207
2785, 55830.719, 55830.719, 55830.727
2786, 36191.035, 36191.035, 36191.043
2787, 54337.723, 54337.723, 54337.734
2788, 52624.590, 52624.590, 52624.598
2789, 54655.891, 54655.891, 54655.895
2790, 52895.223, 52895.223, 52895.219
2791, 46906.613, 46906.613, 46906.621
2792, 52243.273, 52243.273, 52243.273
2793, 50369.543, 50369.543, 50369.535
2794, 46750.375, 46750.375, 46750.383
2795, 57455.203, 57455.203, 57455.199
2796, 62218.848, 62218.848, 62218.844
2797, 59861.797, 59861.797, 59861.797
2798, 48958.652, 48958.652, 48958.656
2799, 55525.934, 55525.934, 55525.941
2800, 53031.531, 53031.531, 53031.520
2801, 64577.609, 64577.609, 64577.602
2802, 60345.723, 60345.723, 60345.711
2803, 55146.812, 55146.812, 55146.809
2804, 55998.285, 55998.285, 55998.289
2805, 58788.176, 58788.176, 58788.172
2806, 52738.613, 52738.613, 52738.609
2807, 42558.082, 42558.082, 42558.090
2808, 58646.262, 58646.262, 58646.262
2809, 52016.539, 52016.539, 52016.547
2810, 56404.348, 56404.348, 56404.352
2811, 52212.379, 52212.379, 52212.375
2812, 57078.344, 57078.344, 57078.355
2813, 60891.285, 60891.285, 60891.285
2814, 50860.598, 50860.598, 50860.594
2815, 49256.191, 49256.191, 49256.195
2816, 47530.492, 47530.492, 47530.500
2817, 61134.039, 61134.039, 61134.043
2818, 55084.199, 55084.199, 55084.211
2819, 49371.844, 49371.844, 49371.844
2820, 48633.770, 48633.770, 48633.766
2821, 49896.762, 49896.762, 49896.762
2822, 47616.336, 47616.336, 47616.340
2823, 48642.988, 48642.988, 48642.988
2824, 35129.441, 35129.441, 35129.445
2825, 43992.672, 43992.672, 43992.668
2826, 47985.820, 47985.820, 47985.832
2827, 40948.715, 40948.715, 40948.719
2828, 45437.559, 45437.559, 45437.555
2829, 40878.301, 40878.301, 40878.301
2830, 35135.199, 35135.199, 35135.203
2831, 39292.195, 39292.195, 39292.211
2832, 32563.361, 32563.361, 32563.354
2833, 36443.590, 36443.590, 36443.598
2834, 40393.195, 40393.195, 40393.199
2835, 34148.711, 34148.711, 34148.711
2836, 39709.676, 39709.676, 39709.652
2837, 37278.930, 37278.930, 37278.934
2838, 30073.762, 30073.762, 30073.756
2839, 32545.658, 32545.658, 32545.643
2840, 21057.264, 21057.264, 21057.262
2841, 28570.871, 28570.871, 28570.867
2842, 22213.277, 22213.277, 22213.266
2843, 19820.410, 19820.410, 19820.404
2844, 10773.478, 10773.478, 10773.481
2845, 21672.627, 21672.627, 21672.625
2846, 23474.311, 23474.311, 23474.307
2847, 21126.197, 21126.197, 21126.186
2848, 17829.297, 17829.297, 17829.305
2849, 23845.613, 23845.613, 23845.613
2850, 24719.227, 24719.227, 24719.230
2851,  3914.725,  3914.725,  3914.719
2852, 10155.697, 10155.697, 10155.697
2853,   166.164,   166.164,   166.166
2854, -2033.115, -2033.115, -2033.114
2855,   780.754,   780.754,   780.745
2856,  -845.099,  -845.099,  -845.100
2857, -1060.835, -1060.835, -1060.832
2858,  3530.273,  3530.273,  3530.270
2859, -9136.400, -9136.400, -9136.400
2860,-10346.946,-10346.946,-10346.948
2861,-11579.726,-11579.726,-11579.723
2862,  2251.051,  2251.051,  2251.052
2863, -9454.999, -9454.999, -9455.002
2864, -2505.329, -2505.329, -2505.330
2865,-19011.381,-19011.381,-19011.383
2866,-11753.685,-11753.685,-11753.692
2867,-15977.431,-15977.431,-15977.429
2868,-18671.006,-18671.006,-18671.010
2869,-12767.799,-12767.799,-12767.797
2870, -7597.815, -7597.815, -7597.810
2871,-14959.024,-14959.024,-14959.022
2872,-21245.557,-21245.557,-21245.551
2873,-22655.922,-22655.922,-22655.924
2874,-20100.330,-20100.330,-20100.332
2875,-26977.318,-26977.318,-26977.316
2876,-24921.953,-24921.953,-24921.951
2877,-21414.902,-21414.902,-21414.904
2878,-33843.148,-33843.148,-33843.152
2879,-38541.125,-38541.125,-38541.125
2880,-31555.318,-31555.318,-31555.320
2881,-33711.039,-33711.039,-33711.035
2882,-35773.707,-35773.707,-35773.703
2883,-22833.088,-22833.088,-22833.096
2884,-28360.041,-28360.041,-28360.047
2885,-39668.613,-39668.613,-39668.609
2886,-31360.562,-31360.562,-31360.564
2887,-47592.387,-47592.387,-47592.391
2888,-42648.656,-42648.656,-42648.648
2889,-39572.223,-39572.223,-39572.215
2890,-44382.047,-44382.047,-44382.047
2891,-37378.137,-37378.137,-37378.125
2892,-45971.484,-45971.484,-45971.480
2893,-49102.809,-49102.809,-49102.820
2894,-42868.270,-42868.270,-42868.273
2895,-53174.062,-53174.062,-53174.062
2896,-49884.613,-49884.613,-49884.609
2897,-41125.926,-41125.926,-41125.922
2898,-46051.102,-46051.102,-46051.105
2899,-53126.785,-53126.785,-53126.785
2900,-53048.391,-53048.391,-53048.387
2901,-54215.758,-54215.758,-54215.750
2902,-67562.422,-67562.422,-67562.422
2903,-52728.215,-52728.215,-52728.215
2904,-51729.387,-51729.387,-51729.379
2905,-57735.090,-57735.090,-57735.086
2906,-59476.703,-59476.703,-59476.691
2907,-54748.496,-54748.496,-54748.504
2908,-42005.691,-42005.691,-42005.691
2909,-54493.395,-54493.395,-54493.395
2910,-59113.473,-59113.473,-59113.480
2911,-54844.363,-54844.363,-54844.375
2912,-60333.457,-60333.457,-60333.461
2913,-56068.113,-56068.113,-56068.113
2914,-60182.711,-60182.711,-60182.719
2915,-56853.090,-56853.090,-56853.090
2916,-66564.977,-66564.977,-66564.969
2917,-51109.797,-51109.797,-51109.797
2918,-55314.801,-55314.801,-55314.809
2919,-56190.277,-56190.277,-56190.273
2920,-47783.871,-47783.871,-47783.879
2921,-48338.164,-48338.164,-48338.172
2922,-55499.832,-55499.832,-55499.832
2923,-53717.547,-53717.547,-53717.531
2924,-59554.770,-59554.770,-59554.766
2925,-46526.191,-46526.191,-46526.191
2926,-46699.844,-46699.844,-46699.848
2927,-55393.672,-55393.672,-55393.684
2928,-48359.887,-48359.887,-48359.898
2929,-54261.219,-54261.219,-54261.211
2930,-50299.609,-50299.609,-50299.605
2931,-38747.727,-38747.727,-38747.730
2932,-47734.562,-47734.562,-47734.562
2933,-44844.191,-44844.191,-44844.172
2934,-49858.059,-49858.059,-49858.062
2935,-36118.160,-36118.160,-36118.160
2936,-35529.367,-35529.367,-35529.355
2937,-33844.047,-33844.047,-33844.051
2938,-42461.316,-42461.316,-42461.320
2939,-40303.277,-40303.277,-40303.270
2940,-26489.559,-26489.559,-26489.564
2941,-23919.705,-23919.705,-23919.697
2942,-43716.219,-43716.219,-43716.227
2943,-28923.781,-28923.781,-28923.779
2944,-29698.590,-29698.590,-29698.580
2945,-40264.586,-40264.586,-40264.582
2946,-23516.230,-23516.230,-23516.236
2947,-35666.250,-35666.250,-35666.242
2948,-31724.703,-31724.703,-31724.699
2949,-25554.270,-25554.270,-25554.273
2950,-13869.524,-13869.524,-13869.527
2951,-12234.193,-12234.193,-12234.184
2952,-23497.369,-23497.369,-23497.361
2953,-13926.620,-13926.620,-13926.616
2954,-17117.420,-17117.420,-17117.418
2955, -7825.914, -7825.914, -7825.922
2956,-10585.539,-10585.539,-10585.535
2957,-17672.654,-17672.654,-17672.648
2958,-10745.708,-10745.708,-10745.712
2959, -6880.981, -6880.981, -6880.979
2960, -3723.640, -3723.640, -3723.631
2961, -8704.921, -8704.921, -8704.918
2962, -5913.137, -5913.137, -5913.141
2963,  -947.410,  -947.410,  -947.410
2964,-14636.128,-14636.128,-14636.138
2965,  4265.467,  4265.467,  4265.467
2966,  3455.520,  3455.520,  3455.518
2967,  3573.208,  3573.208,  3573.212
2968,  7104.032,  7104.032,  7104.029
2969, -1760.322, -1760.322, -1760.321
2970, 17574.768, 17574.768, 17574.766
2971, 14775.413, 14775.413, 14775.410
2972,  9090.794,  9090.794,  9090.793
2973, 16073.403, 16073.403, 16073.404
2974,  7671.706,  7671.706,  7671.710
2975,  4372.277,  4372.277,  4372.277
2976, 10124.896, 10124.896, 10124.897
2977, 21759.223, 21759.223, 21759.219
2978, 17295.352, 17295.352, 17295.348
2979, 22969.627, 22969.627, 22969.627
2980, 26655.512, 26655.512, 26655.510
2981, 17054.836, 17054.836, 17054.838
2982, 29292.955, 29292.955, 29292.953
2983, 22913.074, 22913.074, 22913.080
2984, 25116.475, 25116.475, 25116.479
2985, 39301.605, 39301.605, 39301.621
2986, 20202.441, 20202.441, 20202.438
2987, 33926.520, 33926.520, 33926.520
2988, 29823.271, 29823.271, 29823.270
2989, 31857.428, 31857.428, 31857.434
2990, 36658.055, 36658.055, 36658.051
2991, 41021.645, 41021.645, 41021.648
2992, 33479.629, 33479.629, 33479.625
2993, 30777.320, 30777.320, 30777.322
2994, 38674.273, 38674.273, 38674.266
2995, 47271.707, 47271.707, 47271.711
2996, 43035.637, 43035.637, 43035.641
2997, 48920.758, 48920.758, 48920.758
2998, 43947.309, 43947.309, 43947.316
2999, 47220.352, 47220.352, 47220.363
3000, 40705.445, 40705.445, 40705.449
3001, 42982.582, 42982.582, 42982.586
3002, 42038.535, 42038.535, 42038.543
3003, 48899.828, 48899.828, 48899.828
3004, 53596.223, 53596.223, 53596.227
3005, 45984.320, 45984.320, 45984.328
3006, 42229.465, 42229.465, 42229.465
3007, 55324.500, 55324.500, 55324.496
3008, 44615.234, 44615.234, 44615.242
3009, 55292.492, 55292.492, 55292.484
3010, 46756.180, 46756.180, 46756.184
3011, 53164.973, 53164.973, 53164.969
3012, 52406.988, 52406.988, 52406.984
3013, 57056.008, 57056.008, 57056.008
3014, 53751.742, 53751.742, 53751.746
3015, 44329.074, 44329.074, 44329.078
3016, 50270.473, 50270.473, 50270.477
3017, 60611.703, 60611.703, 60611.695
3018, 62855.336, 62855.336, 62855.332
3019, 56943.785, 56943.785, 56943.793
3020, 46327.828, 46327.828, 46327.832
3021, 47586.809, 47586.809, 47586.812
3022, 50021.949, 50021.949, 50021.949
3023, 66266.211, 66266.211, 66266.195
3024, 55979.898, 55979.898, 55979.883
3025, 62375.805, 62375.805, 62375.805
3026, 50372.008, 50372.008, 50372.012
3027, 41441.945, 41441.945, 41441.949
3028, 45356.980, 45356.980, 45356.984
3029, 39068.578, 39068.578, 39068.574
3030, 50334.578, 50334.578, 50334.570
3031, 48827.043, 48827.043, 48827.043
3032, 54206.465, 54206.465, 54206.457
3033, 56346.469, 56346.469, 56346.461
3034, 52903.168, 52903.168, 52903.164
3035, 48636.574, 48636.574, 48636.586
3036, 49976.469, 49976.469, 49976.469
3037, 54849.164, 54849.164, 54849.168
3038, 56735.828, 56735.828, 56735.816
3039, 43814.078, 43814.078, 43814.066
3040, 49897.035, 49897.035, 49897.043
3041, 41036.832, 41036.832, 41036.824
3042, 34967.516, 34967.516, 34967.512
3043, 50635.992, 50635.992, 50635.996
3044, 39481.289, 39481.289, 39481.289
3045, 32884.438, 32884.438, 32884.441
3046, 40540.273, 40540.273, 40540.270
3047, 39908.656, 39908.656, 39908.660
3048, 34920.738, 34920.738, 34920.730
3049, 29339.494, 29339.494, 29339.473
3050, 36458.867, 36458.867, 36458.855
3051, 34810.770, 34810.770, 34810.762
3052, 34666.574, 34666.574, 34666.582
3053, 22191.180, 22191.180, 22191.168
3054, 25649.773, 25649.773, 25649.781
3055, 28033.580, 28033.580, 28033.572
3056, 32781.922, 32781.922, 32781.922
3057, 29955.734, 29955.734, 29955.736
3058, 34956.645, 34956.645, 34956.660
3059, 26031.178, 26031.178, 26031.174
3060, 34238.453, 34238.453, 34238.453
3061, 20667.158, 20667.158, 20667.166
3062, 17311.436, 17311.436, 17311.436
3063, 18409.869, 18409.869, 18409.861
3064, 14928.343, 14928.343, 14928.349
3065, 21950.146, 21950.146, 21950.145
3066, 18886.414, 18886.414, 18886.410
3067,  7445.872,  7445.872,  7445.877
3068,  8605.184,  8605.184,  8605.183
3069,  2992.666,  2992.666,  2992.662
3070, 13177.375, 13177.375, 13177.369
3071, 12811.368, 12811.368, 12811.365
3072,  7277.547,  7277.547,  7277.549
3073,  6162.350,  6162.350,  6162.351
3074, -9059.203, -9059.203, -9059.201
3075, -2090.148, -2090.148, -2090.147
3076, -1442.618, -1442.618, -1442.618
3077,-11003.486,-11003.486,-11003.486
3078, -3474.081, -3474.081, -3474.080
3079,-14548.525,-14548.525,-14548.526
3080,-10711.681,-10711.681,-10711.685
3081,-11772.720,-11772.720,-11772.722
3082,-11531.930,-11531.930,-11531.927
3083,-20585.848,-20585.848,-20585.842
3084,-11370.815,-11370.815,-11370.811
3085, -4611.902, -4611.902, -4611.905
3086,-10776.817,-10776.817,-10776.812
3087,-12209.511,-12209.511,-12209.519
3088,-16591.195,-16591.195,-16591.191
3089,-31245.488,-31245.488,-31245.484
3090,-22614.453,-22614.453,-22614.447
3091,-27361.096,-27361.096,-27361.098
3092,-27076.666,-27076.666,-27076.658
3093,-29291.664,-29291.664,-29291.672
3094,-28389.199,-28389.199,-28389.203
3095,-40169.961,-40169.961,-40169.945
3096,-25202.053,-25202.053,-25202.057
3097,-31476.061,-31476.061,-31476.057
3098,-40318.520,-40318.520,-40318.523
3099,-34316.625,-34316.625,-34316.625
3100,-34972.320,-34972.320,-34972.332
3101,-45145.465,-45145.465,-45145.469
3102,-36855.309,-36855.309,-36855.316
3103,-37093.289,-37093.289,-37093.285
3104,-39756.184,-39756.184,-39756.191
3105,-36063.883,-36063.883,-36063.875
3106,-45948.754,-45948.754,-45948.754
3107,-53982.625,-53982.625,-53982.637
3108,-40476.590,-40476.590,-40476.590
3109,-43400.680,-43400.680,-43400.680
3110,-46928.793,-46928.793,-46928.793
3111,-53226.758,-53226.758,-53226.758
3112,-32049.613,-32049.613,-32049.613
3113,-49838.383,-49838.383,-49838.391
3114,-47154.871,-47154.871,-47154.867
3115,-49162.438,-49162.438,-49162.434
3116,-56849.320,-56849.320,-56849.312
3117,-51406.527,-51406.527,-51406.523
3118,-51832.746,-51832.746,-51832.738
3119,-42126.520,-42126.520,-42126.523
3120,-53453.062,-53453.062,-53453.062
3121,-53552.027,-53552.027,-53552.023
3122,-41109.164,-41109.164,-41109.160
3123,-52357.566,-52357.566,-52357.574
3124,-55280.453,-55280.453,-55280.441
3125,-54754.770,-54754.770,-54754.762
3126,-45742.551,-45742.551,-45742.543
3127,-63832.797,-63832.797,-63832.812
3128,-57654.949,-57654.949,-57654.957
3129,-57676.973,-57676.973,-57676.969
3130,-60216.418,-60216.418,-60216.402
3131,-54220.715,-54220.715,-54220.723
3132,-47653.102,-47653.102,-47653.113
3133,-56620.027,-56620.027,-56620.039
3134,-56524.496,-56524.496,-56524.488
3135,-48286.020,-48286.020,-48286.027
3136,-57170.438,-57170.438,-57170.441
3137,-38701.691,-38701.691,-38701.691
3138,-43766.367,-43766.367,-43766.379
3139,-56446.641,-56446.641,-56446.629
3140,-49469.152,-49469.152,-49469.160
3141,-52207.910,-52207.910,-52207.914
3142,-43926.457,-43926.457,-43926.461
3143,-46180.582,-46180.582,-46180.590
3144,-49099.344,-49099.344,-49099.328
3145,-44001.945,-44001.945,-44001.945
3146,-41538.004,-41538.004,-41538.000
3147,-40452.164,-40452.164,-40452.168
3148,-40934.910,-40934.910,-40934.910
3149,-41704.031,-41704.031,-41704.027
3150,-49675.043,-49675.043,-49675.043
3151,-33719.117,-33719.117,-33719.117
3152,-36098.391,-36098.391,-36098.387
3153,-35539.754,-35539.754,-35539.750
3154,-40851.941,-40851.941,-40851.938
3155,-38681.277,-38681.277,-38681.262
3156,-35778.719,-35778.719,-35778.723
3157,-32981.551,-32981.551,-32981.547
3158,-34296.664,-34296.664,-34296.660
3159,-32104.102,-32104.102,-32104.102
3160,-34133.535,-34133.535,-34133.535
3161,-37492.973,-37492.973,-37492.957
3162,-36240.730,-36240.730,-36240.723
3163,-21963.877,-21963.877,-21963.885
3164,-31976.811,-31976.811,-31976.818
3165,-17320.223,-17320.223,-17320.227
3166,-24208.941,-24208.941,-24208.934
3167,-32880.508,-32880.508,-32880.512
3168,-22996.867,-22996.867,-22996.861
3169,-13102.359,-13102.359,-13102.353
3170,-27386.848,-27386.848,-27386.840
3171,-19179.037,-19179.037,-19179.037
3172,-21269.662,-21269.662,-21269.668
3173,-19998.902,-19998.902,-19998.898
3174,-11460.473,-11460.473,-11460.472
3175, -9302.354, -9302.354, -9302.359
3176,-10191.976,-10191.976,-10191.972
3177, -2873.984, -2873.984, -2873.979
3178, -7236.886, -7236.886, -7236.882
3179, -1916.154, -1916.154, -1916.154
3180,  5326.655,  5326.655,  5326.656
3181,  3859.768,  3859.768,  3859.771
3182, -2951.660, -2951.660, -2951.663
3183, -5542.799, -5542.799, -5542.801
3184,   -50.320,   -50.320,   -50.312
3185,  3703.593,  3703.593,  3703.593
3186, 11205.575, 11205.575, 11205.569
3187, -2566.803, -2566.803, -2566.803
3188, 11027.277, 11027.277, 11027.274
3189,  9190.470,  9190.470,  9190.473
3190, 16787.172, 16787.172, 16787.162
3191, 11827.335, 11827.335, 11827.331
3192, 12688.101, 12688.101, 12688.104
3193, 15000.312, 15000.312, 15000.316
3194, 18039.492, 18039.492, 18039.486
3195, 20265.229, 20265.229, 20265.232
3196, 16197.507, 16197.507, 16197.501
3197, 25240.125, 25240.125, 25240.135
3198, 28164.064, 28164.064, 28164.066
3199, 39192.797, 39192.797, 39192.801
3200, 28772.314, 28772.314, 28772.311
3201, 28484.277, 28484.277, 28484.275
3202, 25068.119, 25068.119, 25068.107
3203, 19648.803, 19648.803, 19648.801
3204, 28356.740, 28356.740, 28356.736
3205, 26681.131, 26681.131, 26681.139
3206, 39761.738, 39761.738, 39761.738
3207, 40555.129, 40555.129, 40555.129
3208, 35287.152, 35287.152, 35287.152
3209, 43547.512, 43547.512, 43547.516
3210, 37671.164, 37671.164, 37671.164
3211, 37256.207, 37256.207, 37256.207
3212, 44153.867, 44153.867, 44153.875
3213, 32112.842, 32112.842, 32112.852
3214, 44162.551, 44162.551, 44162.547
3215, 43277.027, 43277.027, 43277.031
3216, 43802.887, 43802.887, 43802.891
3217, 47918.023, 47918.023, 47918.020
3218, 43691.742, 43691.742, 43691.742
3219, 47628.121, 47628.121, 47628.125
3220, 44897.094, 44897.094, 44897.109
3221, 39979.438, 39979.438, 39979.430
3222, 41574.133, 41574.133, 41574.133
3223, 56815.324, 56815.324, 56815.309
3224, 55589.164, 55589.164, 55589.156
3225, 41556.375, 41556.375, 41556.387
3226, 59529.887, 59529.887, 59529.887
3227, 47531.926, 47531.926, 47531.926
3228, 61788.996, 61788.996, 61789.004
3229, 59631.055, 59631.055, 59631.055
3230, 50691.551, 50691.551, 50691.547
3231, 53653.199, 53653.199, 53653.207
3232, 53116.785, 53116.785, 53116.773
3233, 46444.434, 46444.434, 46444.438
3234, 50607.816, 50607.816, 50607.816
3235, 49130.027, 49130.027, 49130.031
3236, 58334.504, 58334.504, 58334.488
3237, 56967.906, 56967.906, 56967.902
3238, 69309.797, 69309.797, 69309.797
3239, 53312.105, 53312.105, 53312.109
3240, 51603.422, 51603.422, 51603.426
3241, 49063.629, 49063.629, 49063.629
3242, 50065.832, 50065.832, 50065.840
3243, 51748.141, 51748.141, 51748.137
3244, 46806.207, 46806.207, 46806.207
3245, 51656.059, 51656.059, 51656.070
3246, 47802.188, 47802.188, 47802.191
3247, 59208.027, 59208.027, 59208.027
3248, 46399.223, 46399.223, 46399.219
3249, 61165.422, 61165.422, 61165.418
3250, 46653.660, 46653.660, 46653.656
3251, 48102.430, 48102.430, 48102.438
3252, 53849.621, 53849.621, 53849.621
3253, 42617.332, 42617.332, 42617.324
3254, 40791.652, 40791.652, 40791.656
3255, 38420.293, 38420.293, 38420.293
3256, 47551.078, 47551.078, 47551.082
3257, 43324.707, 43324.707, 43324.707
3258, 46778.281, 46778.281, 46778.293
3259, 35668.023, 35668.023, 35668.023
3260, 45760.352, 45760.352, 45760.352
3261, 34158.664, 34158.664, 34158.664
3262, 39373.461, 39373.461, 39373.453
3263, 39621.547, 39621.547, 39621.547
3264, 29289.652, 29289.652, 29289.639
3265, 44032.023, 44032.023, 44032.008
3266, 28510.836, 28510.836, 28510.838
3267, 29980.930, 29980.930, 29980.938
3268, 27732.299, 27732.299, 27732.295
3269, 35582.812, 35582.812, 35582.824
3270, 23115.094, 23115.094, 23115.090
3271, 40018.734, 40018.734, 40018.746
3272, 17635.391, 17635.391, 17635.391
3273, 17408.777, 17408.777, 17408.766
3274, 25450.035, 25450.035, 25450.037
3275, 12860.532, 12860.532, 12860.527
3276, 27615.539, 27615.539, 27615.549
3277, 16172.940, 16172.940, 16172.937
3278, 20496.242, 20496.242, 20496.248
3279, 19905.645, 19905.645, 19905.641
3280, 15906.378, 15906.378, 15906.380
3281, 17387.830, 17387.830, 17387.830
3282, 16334.215, 16334.215, 16334.217
3283, 20890.768, 20890.768, 20890.754
3284, 10541.990, 10541.990, 10541.980
3285,  6428.358,  6428.358,  6428.362
3286,  6755.948,  6755.948,  6755.946
3287, 12852.557, 12852.557, 12852.555
3288, 17245.205, 17245.205, 17245.199
3289,  2473.634,  2473.634,  2473.636
3290,  4551.638,  4551.638,  4551.636
3291,-10003.126,-10003.126,-10003.122
3292, -5328.386, -5328.386, -5328.382
3293, -7484.004, -7484.004, -7484.002
3294, -1203.333, -1203.333, -1203.334
3295,  1113.593,  1113.593,  1113.591
3296,-12335.768,-12335.768,-12335.771
3297,  4461.539,  4461.539,  4461.541
3298, -6905.774, -6905.774, -6905.777
3299,-14480.021,-14480.021,-14480.020
3300, -2497.416, -2497.416, -2497.412
3301,-15351.943,-15351.943,-15351.947
3302,-14369.074,-14369.074,-14369.077
3303,-16340.382,-16340.382,-16340.386
3304,-21822.166,-21822.166,-21822.164
3305,-14343.772,-14343.772,-14343.777
3306,-18706.123,-18706.123,-18706.123
3307,-19352.248,-19352.248,-19352.248
3308,-28515.557,-28515.557,-28515.559
3309,-27405.441,-27405.441,-27405.436
3310,-33721.375,-33721.375,-33721.367
3311,-26492.422,-26492.422,-26492.412
3312,-34784.457,-34784.457,-34784.453
3313,-31304.020,-31304.020,-31304.021
3314,-30342.637,-30342.637,-30342.633
3315,-29249.594,-29249.594,-29249.594
3316,-38931.758,-38931.758,-38931.758
3317,-31644.822,-31644.822,-31644.828
3318,-43366.277,-43366.277,-43366.289
3319,-39635.977,-39635.977,-39635.965
3320,-44116.438,-44116.438,-44116.434
3321,-49536.672,-49536.672,-49536.660
3322,-37839.941,-37839.941,-37839.934
3323,-37963.828,-37963.828,-37963.824
3324,-47019.840,-47019.840,-47019.852
3325,-49108.754,-49108.754,-49108.758
3326,-42206.348,-42206.348,-42206.348
3327,-43508.133,-43508.133,-43508.113
3328,-46488.328,-46488.328,-46488.320
3329,-45934.027,-45934.027,-45934.020
3330,-40571.652,-40571.652,-40571.660
3331,-41396.762,-41396.762,-41396.758
3332,-60341.289,-60341.289,-60341.285
3333,-65433.824,-65433.824,-65433.840
3334,-54485.312,-54485.312,-54485.320
3335,-48936.473,-48936.473,-48936.477
3336,-49361.547,-49361.547,-49361.547
3337,-53112.418,-53112.418,-53112.410
3338,-42355.723,-42355.723,-42355.723
3339,-50740.164,-50740.164,-50740.176
3340,-46993.625,-46993.625,-46993.633
3341,-51190.910,-51190.910,-51190.906
3342,-50846.301,-50846.301,-50846.297
3343,-55704.137,-55704.137,-55704.137
3344,-49903.195,-49903.195,-49903.195
3345,-64806.406,-64806.406,-64806.402
3346,-61195.688,-61195.688,-61195.684
3347,-37379.230,-37379.230,-37379.227
3348,-48881.629,-48881.629,-48881.633
3349,-50056.387,-50056.387,-50056.387
3350,-39501.059,-39501.059,-39501.059
3351,-56565.035,-56565.035,-56565.043
3352,-52684.883,-52684.883,-52684.875
3353,-47353.625,-47353.625,-47353.629
3354,-55595.773,-55595.773,-55595.777
3355,-54883.148,-54883.148,-54883.152
3356,-46176.434,-46176.434,-46176.434
3357,-58738.801,-58738.801,-58738.789
3358,-47480.789,-47480.789,-47480.785
3359,-37716.414,-37716.414,-37716.410
3360,-39149.266,-39149.266,-39149.262
3361,-40060.277,-40060.277,-40060.266
3362,-41795.609,-41795.609,-41795.590
3363,-40112.871,-40112.871,-40112.871
3364,-37318.539,-37318.539,-37318.551
3365,-43680.434,-43680.434,-43680.426
3366,-46984.898,-46984.898,-46984.895
3367,-50480.293,-50480.293,-50480.297
3368,-35141.109,-35141.109,-35141.105
3369,-41856.355,-41856.355,-41856.352
3370,-31408.375,-31408.375,-31408.379
3371,-42531.559,-42531.559,-42531.562
3372,-31249.131,-31249.131,-31249.131
3373,-34072.316,-34072.316,-34072.309
3374,-46440.789,-46440.789,-46440.789
3375,-39637.512,-39637.512,-39637.512
3376,-32208.078,-32208.078,-32208.074
3377,-39483.484,-39483.484,-39483.480
3378,-25819.254,-25819.254,-25819.240
3379,-21864.797,-21864.797,-21864.805
3380,-30601.447,-30601.447,-30601.445
3381,-21327.596,-21327.596,-21327.598
3382,-12359.080,-12359.080,-12359.080
3383,-27472.547,-27472.547,-27472.551
3384,-13041.684,-13041.684,-13041.684
3385,-21171.572,-21171.572,-21171.572
3386,-16010.705,-16010.705,-16010.700
3387,-23645.064,-23645.064,-23645.068
3388,-22518.771,-22518.771,-22518.771
3389, -3539.766, -3539.766, -3539.764
3390,-21055.424,-21055.424,-21055.428
3391,-18005.172,-18005.172,-18005.174
3392,-19049.459,-19049.459,-19049.457
