Shift,Serial,OpenMP,SIMD
2511,-32170.771,-32170.771,-32170.736
2512,-34939.238,-34939.238,-34939.309
2513,-29728.734,-29728.734,-29728.830
2514,-15351.186,-15351.186,-15351.132
2515,-36490.148,-36490.148,-36490.055
2516,-36069.469,-36069.469,-36069.465
2517,-26038.291,-26038.291,-26038.324
2518,-18193.158,-18193.158,-18193.184
2519,-20122.879,-20122.879,-20122.918
2520,-15367.880,-15367.880,-15367.836
2521,-16855.432,-16855.432,-16855.471
2522,-26812.848,-26812.848,-26812.781
2523,-24145.621,-24145.621,-24145.512
2524,-16279.439,-16279.439,-16279.489
2525,-17990.844,-17990.844,-17990.920
2526,-10635.521,-10635.521,-10635.518
2527, -9763.589, -9763.589, -9763.536
2528,-10824.157,-10824.157,-10824.175
2529, -9413.952, -9413.952, -9413.975
2530,-10005.541,-10005.541,-10005.594
2531,  -659.344,  -659.344,  -659.359
2532, -3159.430, -3159.430, -3159.465
2533,-11053.416,-11053.416,-11053.385
2534, 13794.740, 13794.740, 13794.713
2535,  2975.778,  2975.778,  2975.776
2536, -7319.799, -7319.799, -7319.798
2537,  5285.635,  5285.635,  5285.641
2538,  3651.395,  3651.395,  3651.377
2539, 11779.269, 11779.269, 11779.225
2540, 13515.067, 13515.067, 13515.040
2541,  9864.036,  9864.036,  9864.030
2542, 11697.734, 11697.734, 11697.706
2543, 17110.762, 17110.762, 17110.777
2544, 18354.793, 18354.793, 18354.766
2545, 14350.747, 14350.747, 14350.754
2546, 19343.912, 19343.912, 19343.850
2547, 22189.977, 22189.977, 22190.004
2548, 22678.248, 22678.248, 22678.242
2549, 25083.902, 25083.902, 25083.930
2550, 25574.207, 25574.207, 25574.264
2551, 25237.945, 25237.945, 25237.953
2552, 17507.721, 17507.721, 17507.676
2553, 25380.045, 25380.045, 25380.062
2554, 27472.266, 27472.266, 27472.297
2555, 37267.395, 37267.395, 37267.367
2556, 29103.709, 29103.709, 29103.814
2557, 42586.520, 42586.520, 42586.203
2558, 31205.729, 31205.729, 31205.791
2559, 40411.656, 40411.656, 40411.656
2560, 33589.652, 33589.652, 33589.750
2561, 44421.859, 44421.859, 44421.906
2562, 36026.137, 36026.137, 36026.234
2563, 52015.500, 52015.500, 52015.629
2564, 51949.289, 51949.289, 51949.402
2565, 37593.195, 37593.195, 37593.055
2566, 39979.535, 39979.535, 39979.457
2567, 41788.273, 41788.273, 41787.930
2568, 50792.754, 50792.754, 50792.711
2569, 43593.375, 43593.375, 43593.488
2570, 61321.898, 61321.898, 61321.602
2571, 52177.816, 52177.816, 52177.664
2572, 47335.703, 47335.703, 47335.855
2573, 49915.691, 49915.691, 49915.629
2574, 44984.918, 44984.918, 44984.984
2575, 48974.426, 48974.426, 48974.430
2576, 47731.508, 47731.508, 47731.418
2577, 52110.879, 52110.879, 52110.711
2578, 55360.504, 55360.504, 55360.426
2579, 56462.910, 56462.910, 56463.172
2580, 46641.883, 46641.883, 46642.000
2581, 43637.438, 43637.438, 43637.438
2582, 51508.609, 51508.609, 51508.555
2583, 55083.082, 55083.082, 55083.047
2584, 49695.555, 49695.555, 49695.672
2585, 49933.480, 49933.480, 49933.242
2586, 68955.656, 68955.656, 68955.969
2587, 51129.188, 51129.188, 51129.113
2588, 59931.480, 59931.480, 59931.297
2589, 46007.258, 46007.258, 46007.039
2590, 64383.320, 64383.320, 64383.375
2591, 50054.645, 50054.645, 50054.602
2592, 53101.512, 53101.512, 53101.570
2593, 53205.926, 53205.926, 53205.754
2594, 56757.645, 56757.645, 56757.656
2595, 58156.441, 58156.441, 58156.367
2596, 43322.281, 43322.281, 43322.289
2597, 52249.098, 52249.098, 52249.281
2598, 56640.020, 56640.020, 56640.051
2599, 54330.738, 54330.738, 54330.988
2600, 42277.922, 42277.922, 42277.938
2601, 47247.113, 47247.113, 47247.168
2602, 58057.027, 58057.027, 58056.992
2603, 44387.992, 44387.992, 44387.906
2604, 47105.016, 47105.016, 47104.734
2605, 45351.418, 45351.418, 45351.082
2606, 47884.797, 47884.797, 47884.891
2607, 45031.430, 45031.430, 45031.488
2608, 45950.504, 45950.504, 45950.305
2609, 47198.277, 47198.277, 47198.391
2610, 50146.527, 50146.527, 50146.477
2611, 36996.773, 36996.773, 36996.836
2612, 42206.961, 42206.961, 42207.016
2613, 44017.730, 44017.730, 44017.629
2614, 34720.441, 34720.441, 34720.500
2615, 37106.852, 37106.852, 37106.738
2616, 33098.668, 33098.668, 33098.707
2617, 45869.855, 45869.855, 45869.723
2618, 30672.658, 30672.658, 30672.764
2619, 28827.963, 28827.963, 28828.131
2620, 29725.910, 29725.910, 29725.707
2621, 31327.305, 31327.305, 31327.148
2622, 26785.699, 26785.699, 26785.736
2623, 30433.076, 30433.076, 30433.328
2624, 30789.145, 30789.145, 30789.145
2625, 18267.953, 18267.953, 18267.842
2626, 31550.236, 31550.236, 31550.307
2627, 28879.820, 28879.820, 28879.664
2628, 16522.982, 16522.982, 16523.033
2629, 15415.382, 15415.382, 15415.361
2630, 16248.954, 16248.954, 16248.877
2631, 12236.626, 12236.626, 12236.579
2632, 13375.542, 13375.542, 13375.522
2633,  9722.797,  9722.797,  9722.734
2634, 24754.207, 24754.207, 24754.230
2635, 14499.821, 14499.821, 14499.805
2636, 20641.160, 20641.160, 20641.160
2637,  7566.292,  7566.292,  7566.300
2638,  4452.304,  4452.304,  4452.310
2639,  9509.283,  9509.283,  9509.277
2640,  6423.099,  6423.099,  6423.086
2641,  5143.484,  5143.484,  5143.468
2642,  3521.042,  3521.042,  3521.046
2643, -2008.744, -2008.744, -2008.750
2644, -1702.311, -1702.311, -1702.332
2645,-10531.130,-10531.130,-10531.143
2646,  4064.670,  4064.670,  4064.651
2647,-11670.527,-11670.527,-11670.539
2648,-13118.709,-13118.709,-13118.724
2649, -8026.255, -8026.255, -8026.236
2650, -9202.626, -9202.626, -9202.639
2651,-18091.100,-18091.100,-18091.027
2652,-18311.574,-18311.574,-18311.598
2653,-12096.572,-12096.572,-12096.595
2654,-28211.439,-28211.439,-28211.445
2655,-20607.621,-20607.621,-20607.611
2656,-18648.895,-18648.895,-18648.918
2657,-24073.484,-24073.484,-24073.658
2658,-34561.273,-34561.273,-34561.250
2659,-22635.889,-22635.889,-22635.863
2660,-27468.834,-27468.834,-27468.703
2661,-26840.680,-26840.680,-26840.611
2662,-24060.908,-24060.908,-24060.898
2663,-31663.004,-31663.004,-31663.109
2664,-27667.564,-27667.564,-27667.539
2665,-28707.660,-28707.660,-28707.656
2666,-39521.246,-39521.246,-39521.273
2667,-32389.885,-32389.885,-32389.863
2668,-24453.283,-24453.283,-24453.227
2669,-45335.832,-45335.832,-45335.867
2670,-42243.660,-42243.660,-42243.723
2671,-45648.613,-45648.613,-45648.344
2672,-48374.973,-48374.973,-48374.938
2673,-45001.383,-45001.383,-45001.516
2674,-40752.270,-40752.270,-40752.070
2675,-45738.082,-45738.082,-45738.102
2676,-35230.133,-35230.133,-35230.316
2677,-46686.996,-46686.996,-46686.891
2678,-38630.145,-38630.145,-38630.203
2679,-54853.852,-54853.852,-54853.605
2680,-45149.246,-45149.246,-45149.348
2681,-40244.047,-40244.047,-40244.117
2682,-47349.539,-47349.539,-47349.762
2683,-49746.910,-49746.910,-49746.863
2684,-57649.773,-57649.773,-57649.773
2685,-44239.570,-44239.570,-44239.523
2686,-53934.680,-53934.680,-53934.754
2687,-51556.238,-51556.238,-51556.168
2688,-61954.148,-61954.148,-61954.277
2689,-58990.730,-58990.730,-58991.023
2690,-46633.125,-46633.125,-46633.121
2691,-43282.551,-43282.551,-43282.703
2692,-49041.219,-49041.219,-49041.125
2693,-47636.359,-47636.359,-47636.461
2694,-52272.004,-52272.004,-52272.090
2695,-54983.422,-54983.422,-54983.289
2696,-64183.090,-64183.090,-64183.008
2697,-63954.312,-63954.312,-63954.277
2698,-50271.176,-50271.176,-50271.133
2699,-62026.676,-62026.676,-62026.422
2700,-54385.062,-54385.062,-54385.184
2701,-55604.027,-55604.027,-55604.000
2702,-59819.566,-59819.566,-59819.527
2703,-45926.246,-45926.246,-45926.539
2704,-58130.168,-58130.168,-58130.336
2705,-64063.027,-64063.027,-64063.176
2706,-58976.273,-58976.273,-58976.383
2707,-56548.043,-56548.043,-56548.293
2708,-43968.562,-43968.562,-43968.680
2709,-43797.449,-43797.449,-43797.234
2710,-50239.484,-50239.484,-50239.570
2711,-50691.691,-50691.691,-50691.668
2712,-49307.750,-49307.750,-49307.645
2713,-43298.738,-43298.738,-43298.859
2714,-51954.500,-51954.500,-51954.543
2715,-48124.340,-48124.340,-48124.262
2716,-52132.984,-52132.984,-52132.934
2717,-28975.021,-28975.021,-28975.191
2718,-45702.531,-45702.531,-45702.605
2719,-39922.363,-39922.363,-39922.500
2720,-41752.508,-41752.508,-41752.719
2721,-41889.141,-41889.141,-41889.020
2722,-46737.125,-46737.125,-46736.891
2723,-40501.113,-40501.113,-40501.238
2724,-46937.180,-46937.180,-46937.238
2725,-32625.605,-32625.605,-32625.660
2726,-26004.477,-26004.477,-26004.574
2727,-39594.164,-39594.164,-39594.133
2728,-22847.885,-22847.885,-22847.795
2729,-39474.824,-39474.824,-39474.742
2730,-36441.984,-36441.984,-36442.066
2731,-27795.660,-27795.660,-27795.637
2732,-32476.455,-32476.455,-32476.723
2733,-32173.166,-32173.166,-32173.033
2734,-43410.461,-43410.461,-43410.219
2735,-21572.691,-21572.691,-21572.604
2736,-23276.264,-23276.264,-23276.230
2737,-22270.564,-22270.564,-22270.457
2738,-15589.163,-15589.163,-15589.170
2739,-15359.189,-15359.189,-15359.213
2740, -9569.841, -9569.841, -9569.835
2741,-17173.346,-17173.346,-17173.334
2742,-19772.736,-19772.736,-19772.771
2743,  -634.015,  -634.015,  -633.974
2744, -4083.586, -4083.586, -4083.538
2745, -2958.962, -2958.962, -2958.994
2746,  7420.102,  7420.102,  7420.078
2747,  3302.263,  3302.263,  3302.309
2748, -2153.452, -2153.452, -2153.431
2749,   679.950,   679.950,   679.958
2750,    42.996,    42.996,    42.978
2751,-10533.109,-10533.109,-10533.231
2752, -2698.069, -2698.069, -2698.064
2753,  3779.349,  3779.349,  3779.343
2754,  7280.164,  7280.164,  7280.177
2755, 13052.842, 13052.842, 13052.853
2756,  -791.590,  -791.590,  -791.590
2757, 11110.653, 11110.653, 11110.652
2758,  9731.384,  9731.384,  9731.371
2759, 19074.332, 19074.332, 19074.262
2760, 36343.457, 36343.457, 36343.402
2761, 12040.462, 12040.462, 12040.409
2762, 17957.137, 17957.137, 17957.135
2763, 32059.471, 32059.471, 32059.582
2764, 32241.342, 32241.342, 32241.410
2765, 26131.082, 26131.082, 26131.104
2766, 19483.896, 19483.896, 19483.916
2767, 23476.562, 23476.562, 23476.664
2768, 26149.398, 26149.398, 26149.426
2769, 34451.520, 34451.520, 34451.422
2770, 17906.830, 17906.830, 17906.859
2771, 34925.141, 34925.141, 34925.152
2772, 24003.086, 24003.086, 24002.992
2773, 34331.727, 34331.727, 34331.738
2774, 34774.941, 34774.941, 34774.910
2775, 36059.688, 36059.688, 36059.598
2776, 28731.453, 28731.453, 28731.441
2777, 37685.145, 37685.145, 37685.070
2778, 38174.789, 38174.789, 38174.941
2779, 38796.184, 38796.184, 38795.867
2780, 47665.688, 47665.688, 47665.797
2781, 37887.543, 37887.543, 37887.531
2782, 46168.422, 46168.422, 46168.633
2783, 61440.797, 61440.797, 61440.648
2784, 37723.199, 37723.199, 37723.152
2785, 55830.719, 55830.719, 55830.766
2786, 36191.035, 36191.035, 36191.102
2787, 54337.723, 54337.723, 54337.562
2788, 52624.590, 52624.590, 52624.559
2789, 54655.891, 54655.891, 54655.711
2790, 52895.223, 52895.223, 52895.484
2791, 46906.613, 46906.613, 46906.602
2792, 52243.273, 52243.273, 52243.168
2793, 50369.543, 50369.543, 50369.523
2794, 46750.375, 46750.375, 46750.598
2795, 57455.203, 57455.203, 57455.539
2796, 62218.848, 62218.848, 62218.965
2797, 59861.797, 59861.797, 59861.980
2798, 48958.652, 48958.652, 48958.758
2799, 55525.934, 55525.934, 55526.023
2800, 53031.531, 53031.531, 53031.656
2801, 64577.609, 64577.609, 64577.520
2802, 60345.723, 60345.723, 60345.715
2803, 55146.812, 55146.812, 55146.906
2804, 55998.285, 55998.285, 55998.320
2805, 58788.176, 58788.176, 58788.285
2806, 52738.613, 52738.613, 52738.684
2807, 42558.082, 42558.082, 42558.098
2808, 58646.262, 58646.262, 58646.363
2809, 52016.539, 52016.539, 52016.652
2810, 56404.348, 56404.348, 56404.508
2811, 52212.379, 52212.379, 52212.336
2812, 57078.344, 57078.344, 57078.246
2813, 60891.285, 60891.285, 60891.293
2814, 50860.598, 50860.598, 50861.012
2815, 49256.191, 49256.191, 49256.086
2816, 47530.492, 47530.492, 47530.414
2817, 61134.039, 61134.039, 61134.055
2818, 55084.199, 55084.199, 55084.258
2819, 49371.844, 49371.844, 49371.914
2820, 48633.770, 48633.770, 48633.719
2821, 49896.762, 49896.762, 49896.844
2822, 47616.336, 47616.336, 47616.211
2823, 48642.988, 48642.988, 48642.941
2824, 35129.441, 35129.441, 35129.531
2825, 43992.672, 43992.672, 43992.688
2826, 47985.820, 47985.820, 47985.473
2827, 40948.715, 40948.715, 40948.797
2828, 45437.559, 45437.559, 45437.531
2829, 40878.301, 40878.301, 40878.391
2830, 35135.199, 35135.199, 35135.121
2831, 39292.195, 39292.195, 39292.125
2832, 32563.361, 32563.361, 32563.578
2833, 36443.590, 36443.590, 36443.590
2834, 40393.195, 40393.195, 40393.270
2835, 34148.711, 34148.711, 34148.746
2836, 39709.676, 39709.676, 39709.543
2837, 37278.930, 37278.930, 37279.016
2838, 30073.762, 30073.762, 30073.771
2839, 32545.658, 32545.658, 32545.678
2840, 21057.264, 21057.264, 21057.455
2841, 28570.871, 28570.871, 28570.906
2842, 22213.277, 22213.277, 22213.320
2843, 19820.410, 19820.410, 19820.457
2844, 10773.478, 10773.478, 10773.523
2845, 21672.627, 21672.627, 21672.562
2846, 23474.311, 23474.311, 23474.322
2847, 21126.197, 21126.197, 21126.250
2848, 17829.297, 17829.297, 17829.242
2849, 23845.613, 23845.613, 23845.582
2850, 24719.227, 24719.227, 24719.234
2851,  3914.725,  3914.725,  3914.709
2852, 10155.697, 10155.697, 10155.650
2853,   166.164,   166.164,   166.187
2854, -2033.115, -2033.115, -2033.104
2855,   780.754,   780.754,   780.795
2856,  -845.099,  -845.099,  -845.091
2857, -1060.835, -1060.835, -1060.843
2858,  3530.273,  3530.273,  3530.281
2859, -9136.400, -9136.400, -9136.412
2860,-10346.946,-10346.946,-10346.950
2861,-11579.726,-11579.726,-11579.749
2862,  2251.051,  2251.051,  2251.041
2863, -9454.999, -9454.999, -9455.014
2864, -2505.329, -2505.329, -2505.329
2865,-19011.381,-19011.381,-19011.453
2866,-11753.685,-11753.685,-11753.717
2867,-15977.431,-15977.431,-15977.390
2868,-18671.006,-18671.006,-18671.012
2869,-12767.799,-12767.799,-12767.809
2870, -7597.815, -7597.815, -7597.840
2871,-14959.024,-14959.024,-14958.990
2872,-21245.557,-21245.557,-21245.537
2873,-22655.922,-22655.922,-22655.961
2874,-20100.330,-20100.330,-20100.312
2875,-26977.318,-26977.318,-26977.338
2876,-24921.953,-24921.953,-24922.059
2877,-21414.902,-21414.902,-21414.951
2878,-33843.148,-33843.148,-33843.082
2879,-38541.125,-38541.125,-38541.176
2880,-31555.318,-31555.318,-31555.367
2881,-33711.039,-33711.039,-33711.070
2882,-35773.707,-35773.707,-35773.594
2883,-22833.088,-22833.088,-22833.078
2884,-28360.041,-28360.041,-28359.900
2885,-39668.613,-39668.613,-39668.527
2886,-31360.562,-31360.562,-31360.578
2887,-47592.387,-47592.387,-47592.262
2888,-42648.656,-42648.656,-42648.559
2889,-39572.223,-39572.223,-39572.164
2890,-44382.047,-44382.047,-44382.047
2891,-37378.137,-37378.137,-37378.238
2892,-45971.484,-45971.484,-45971.383
2893,-49102.809,-49102.809,-49102.906
2894,-42868.270,-42868.270,-42868.555
2895,-53174.062,-53174.062,-53174.133
2896,-49884.613,-49884.613,-49884.516
2897,-41125.926,-41125.926,-41125.867
2898,-46051.102,-46051.102,-46051.367
2899,-53126.785,-53126.785,-53126.766
2900,-53048.391,-53048.391,-53048.191
2901,-54215.758,-54215.758,-54215.793
2902,-67562.422,-67562.422,-67562.344
2903,-52728.215,-52728.215,-52728.410
2904,-51729.387,-51729.387,-51729.469
2905,-57735.090,-57735.090,-57735.000
2906,-59476.703,-59476.703,-59476.691
2907,-54748.496,-54748.496,-54748.363
2908,-42005.691,-42005.691,-42005.809
2909,-54493.395,-54493.395,-54493.359
2910,-59113.473,-59113.473,-59113.582
2911,-54844.363,-54844.363,-54844.406
2912,-60333.457,-60333.457,-60333.742
2913,-56068.113,-56068.113,-56067.992
2914,-60182.711,-60182.711,-60182.805
2915,-56853.090,-56853.090,-56853.113
2916,-66564.977,-66564.977,-66565.117
2917,-51109.797,-51109.797,-51109.676
2918,-55314.801,-55314.801,-55314.746
2919,-56190.277,-56190.277,-56189.914
2920,-47783.871,-47783.871,-47784.027
2921,-48338.164,-48338.164,-48338.102
2922,-55499.832,-55499.832,-55499.652
2923,-53717.547,-53717.547,-53717.309
2924,-59554.770,-59554.770,-59554.887
2925,-46526.191,-46526.191,-46526.289
2926,-46699.844,-46699.844,-46699.789
2927,-55393.672,-55393.672,-55393.531
2928,-48359.887,-48359.887,-48359.945
2929,-54261.219,-54261.219,-54261.324
2930,-50299.609,-50299.609,-50299.594
2931,-38747.727,-38747.727,-38747.617
2932,-47734.562,-47734.562,-47734.492
2933,-44844.191,-44844.191,-44844.125
2934,-49858.059,-49858.059,-49858.090
2935,-36118.160,-36118.160,-36118.141
2936,-35529.367,-35529.367,-35529.328
2937,-33844.047,-33844.047,-33843.918
2938,-42461.316,-42461.316,-42461.398
2939,-40303.277,-40303.277,-40303.168
2940,-26489.559,-26489.559,-26489.520
2941,-23919.705,-23919.705,-23919.668
2942,-43716.219,-43716.219,-43716.293
2943,-28923.781,-28923.781,-28923.766
2944,-29698.590,-29698.590,-29698.639
2945,-40264.586,-40264.586,-40264.648
2946,-23516.230,-23516.230,-23516.189
2947,-35666.250,-35666.250,-35666.074
2948,-31724.703,-31724.703,-31724.648
2949,-25554.270,-25554.270,-25554.277
2950,-13869.524,-13869.524,-13869.525
2951,-12234.193,-12234.193,-12234.167
2952,-23497.369,-23497.369,-23497.383
2953,-13926.620,-13926.620,-13926.576
2954,-17117.420,-17117.420,-17117.436
2955, -7825.914, -7825.914, -7825.932
2956,-10585.539,-10585.539,-10585.574
2957,-17672.654,-17672.654,-17672.674
2958,-10745.708,-10745.708,-10745.771
2959, -6880.981, -6880.981, -6880.919
2960, -3723.640, -3723.640, -3723.643
2961, -8704.921, -8704.921, -8704.897
2962, -5913.137, -5913.137, -5913.169
2963,  -947.410,  -947.410,  -947.431
2964,-14636.128,-14636.128,-14636.207
2965,  4265.467,  4265.467,  4265.458
2966,  3455.520,  3455.520,  3455.534
2967,  3573.208,  3573.208,  3573.192
2968,  7104.032,  7104.032,  7104.006
2969, -1760.322, -1760.322, -1760.356
2970, 17574.768, 17574.768, 17574.717
2971, 14775.413, 14775.413, 14775.433
2972,  9090.794,  9090.794,  9090.780
2973, 16073.403, 16073.403, 16073.356
2974,  7671.706,  7671.706,  7671.689
2975,  4372.277,  4372.277,  4372.255
2976, 10124.896, 10124.896, 10124.918
2977, 21759.223, 21759.223, 21759.191
2978, 17295.352, 17295.352, 17295.412
2979, 22969.627, 22969.627, 22969.668
2980, 26655.512, 26655.512, 26655.637
2981, 17054.836, 17054.836, 17054.902
2982, 29292.955, 29292.955, 29292.844
2983, 22913.074, 22913.074, 22913.107
2984, 25116.475, 25116.475, 25116.531
2985, 39301.605, 39301.605, 39301.492
2986, 20202.441, 20202.441, 20202.457
2987, 33926.520, 33926.520, 33926.469
2988, 29823.271, 29823.271, 29823.381
2989, 31857.428, 31857.428, 31857.459
2990, 36658.055, 36658.055, 36657.820
2991, 41021.645, 41021.645, 41021.527
2992, 33479.629, 33479.629, 33479.652
2993, 30777.320, 30777.320, 30777.348
2994, 38674.273, 38674.273, 38674.168
2995, 47271.707, 47271.707, 47271.672
2996, 43035.637, 43035.637, 43035.828
2997, 48920.758, 48920.758, 48920.672
2998, 43947.309, 43947.309, 43946.984
2999, 47220.352, 47220.352, 47220.125
3000, 40705.445, 40705.445, 40705.406
3001, 42982.582, 42982.582, 42982.375
3002, 42038.535, 42038.535, 42038.383
3003, 48899.828, 48899.828, 48900.035
3004, 53596.223, 53596.223, 53596.484
3005, 45984.320, 45984.320, 45984.395
3006, 42229.465, 42229.465, 42229.340
3007, 55324.500, 55324.500, 55324.590
3008, 44615.234, 44615.234, 44615.172
3009, 55292.492, 55292.492, 55292.438
3010, 46756.180, 46756.180, 46756.262
3011, 53164.973, 53164.973, 53164.883
3012, 52406.988, 52406.988, 52407.156
3013, 57056.008, 57056.008, 57055.977
3014, 53751.742, 53751.742, 53751.656
3015, 44329.074, 44329.074, 44329.137
3016, 50270.473, 50270.473, 50270.641
3017, 60611.703, 60611.703, 60611.688
3018, 62855.336, 62855.336, 62855.203
3019, 56943.785, 56943.785, 56943.789
3020, 46327.828, 46327.828, 46327.824
3021, 47586.809, 47586.809, 47586.930
3022, 50021.949, 50021.949, 50021.945
3023, 66266.211, 66266.211, 66266.141
3024, 55979.898, 55979.898, 55979.953
3025, 62375.805, 62375.805, 62375.828
3026, 50372.008, 50372.008, 50372.102
3027, 41441.945, 41441.945, 41441.883
3028, 45356.980, 45356.980, 45357.164
3029, 39068.578, 39068.578, 39068.602
3030, 50334.578, 50334.578, 50334.809
3031, 48827.043, 48827.043, 48827.141
3032, 54206.465, 54206.465, 54206.336
3033, 56346.469, 56346.469, 56346.629
3034, 52903.168, 52903.168, 52903.359
3035, 48636.574, 48636.574, 48636.633
3036, 49976.469, 49976.469, 49976.559
3037, 54849.164, 54849.164, 54849.520
3038, 56735.828, 56735.828, 56735.707
3039, 43814.078, 43814.078, 43813.980
3040, 49897.035, 49897.035, 49896.770
3041, 41036.832, 41036.832, 41036.922
3042, 34967.516, 34967.516, 34967.688
3043, 50635.992, 50635.992, 50636.094
3044, 39481.289, 39481.289, 39481.184
3045, 32884.438, 32884.438, 32884.590
3046, 40540.273, 40540.273, 40540.301
3047, 39908.656, 39908.656, 39908.574
3048, 34920.738, 34920.738, 34920.609
3049, 29339.494, 29339.494, 29339.396
3050, 36458.867, 36458.867, 36458.859
3051, 34810.770, 34810.770, 34810.617
3052, 34666.574, 34666.574, 34666.867
3053, 22191.180, 22191.180, 22191.215
3054, 25649.773, 25649.773, 25649.680
3055, 28033.580, 28033.580, 28033.625
3056, 32781.922, 32781.922, 32781.871
3057, 29955.734, 29955.734, 29955.633
3058, 34956.645, 34956.645, 34956.582
3059, 26031.178, 26031.178, 26031.043
3060, 34238.453, 34238.453, 34238.805
3061, 20667.158, 20667.158, 20667.297
3062, 17311.436, 17311.436, 17311.416
3063, 18409.869, 18409.869, 18409.805
3064, 14928.343, 14928.343, 14928.312
3065, 21950.146, 21950.146, 21950.172
3066, 18886.414, 18886.414, 18886.320
3067,  7445.872,  7445.872,  7445.901
3068,  8605.184,  8605.184,  8605.080
3069,  2992.666,  2992.666,  2992.686
3070, 13177.375, 13177.375, 13177.328
3071, 12811.368, 12811.368, 12811.376
3072,  7277.547,  7277.547,  7277.596
3073,  6162.350,  6162.350,  6162.336
3074, -9059.203, -9059.203, -9059.174
3075, -2090.148, -2090.148, -2090.137
3076, -1442.618, -1442.618, -1442.633
3077,-11003.486,-11003.486,-11003.532
3078, -3474.081, -3474.081, -3474.073
3079,-14548.525,-14548.525,-14548.523
3080,-10711.681,-10711.681,-10711.717
3081,-11772.720,-11772.720,-11772.727
3082,-11531.930,-11531.930,-11531.962
3083,-20585.848,-20585.848,-20585.848
3084,-11370.815,-11370.815,-11370.818
3085, -4611.902, -4611.902, -4611.896
3086,-10776.817,-10776.817,-10776.836
3087,-12209.511,-12209.511,-12209.545
3088,-16591.195,-16591.195,-16591.129
3089,-31245.488,-31245.488,-31245.459
3090,-22614.453,-22614.453,-22614.541
3091,-27361.096,-27361.096,-27361.016
3092,-27076.666,-27076.666,-27076.555
3093,-29291.664,-29291.664,-29291.717
3094,-28389.199,-28389.199,-28389.191
3095,-40169.961,-40169.961,-40170.070
3096,-25202.053,-25202.053,-25202.078
3097,-31476.061,-31476.061,-31476.105
3098,-40318.520,-40318.520,-40318.359
3099,-34316.625,-34316.625,-34316.641
3100,-34972.320,-34972.320,-34972.184
3101,-45145.465,-45145.465,-45145.766
3102,-36855.309,-36855.309,-36855.371
3103,-37093.289,-37093.289,-37093.250
3104,-39756.184,-39756.184,-39756.211
3105,-36063.883,-36063.883,-36064.016
3106,-45948.754,-45948.754,-45948.512
3107,-53982.625,-53982.625,-53982.594
3108,-40476.590,-40476.590,-40476.477
3109,-43400.680,-43400.680,-43400.672
3110,-46928.793,-46928.793,-46928.891
3111,-53226.758,-53226.758,-53226.727
3112,-32049.613,-32049.613,-32049.516
3113,-49838.383,-49838.383,-49838.391
3114,-47154.871,-47154.871,-47155.000
3115,-49162.438,-49162.438,-49162.234
3116,-56849.320,-56849.320,-56849.461
3117,-51406.527,-51406.527,-51406.848
3118,-51832.746,-51832.746,-51832.730
3119,-42126.520,-42126.520,-42126.453
3120,-53453.062,-53453.062,-53453.012
3121,-53552.027,-53552.027,-53552.211
3122,-41109.164,-41109.164,-41109.148
3123,-52357.566,-52357.566,-52357.609
3124,-55280.453,-55280.453,-55280.668
3125,-54754.770,-54754.770,-54754.609
3126,-45742.551,-45742.551,-45742.562
3127,-63832.797,-63832.797,-63833.098
3128,-57654.949,-57654.949,-57654.930
3129,-57676.973,-57676.973,-57677.156
3130,-60216.418,-60216.418,-60216.535
3131,-54220.715,-54220.715,-54220.586
3132,-47653.102,-47653.102,-47653.172
3133,-56620.027,-56620.027,-56620.008
3134,-56524.496,-56524.496,-56524.559
3135,-48286.020,-48286.020,-48286.109
3136,-57170.438,-57170.438,-57170.219
3137,-38701.691,-38701.691,-38701.590
3138,-43766.367,-43766.367,-43766.309
3139,-56446.641,-56446.641,-56446.578
3140,-49469.152,-49469.152,-49469.145
3141,-52207.910,-52207.910,-52208.238
3142,-43926.457,-43926.457,-43926.539
3143,-46180.582,-46180.582,-46180.453
3144,-49099.344,-49099.344,-49099.395
3145,-44001.945,-44001.945,-44001.750
3146,-41538.004,-41538.004,-41538.145
3147,-40452.164,-40452.164,-40452.359
3148,-40934.910,-40934.910,-40934.836
3149,-41704.031,-41704.031,-41703.969
3150,-49675.043,-49675.043,-49675.094
3151,-33719.117,-33719.117,-33719.293
3152,-36098.391,-36098.391,-36098.293
3153,-35539.754,-35539.754,-35539.586
3154,-40851.941,-40851.941,-40851.773
3155,-38681.277,-38681.277,-38681.289
3156,-35778.719,-35778.719,-35778.746
3157,-32981.551,-32981.551,-32981.664
3158,-34296.664,-34296.664,-34296.637
3159,-32104.102,-32104.102,-32104.080
3160,-34133.535,-34133.535,-34133.461
3161,-37492.973,-37492.973,-37493.035
3162,-36240.730,-36240.730,-36240.789
3163,-21963.877,-21963.877,-21963.965
3164,-31976.811,-31976.811,-31976.824
3165,-17320.223,-17320.223,-17320.352
3166,-24208.941,-24208.941,-24209.078
3167,-32880.508,-32880.508,-32880.773
3168,-22996.867,-22996.867,-22996.891
3169,-13102.359,-13102.359,-13102.469
3170,-27386.848,-27386.848,-27386.988
3171,-19179.037,-19179.037,-19178.955
3172,-21269.662,-21269.662,-21269.543
3173,-19998.902,-19998.902,-19999.027
3174,-11460.473,-11460.473,-11460.434
3175, -9302.354, -9302.354, -9302.312
3176,-10191.976,-10191.976,-10191.930
